# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
1,	1.5624
1,	3.5628
1,	5.5626
1,	7.5648
1,	9.5660
1,	11.5664
1,	13.5674
1,	15.5676
1,	17.5688
1,	19.5704
1,	21.5706
1,	23.5716
1,	25.5716
1,	27.5734
1,	29.5742
1,	31.5748
1,	33.5764
2,	35.5772
1,	37.5776
1,	39.5782
1,	41.5798
1,	43.5802
1,	45.5810
2,	47.5818
1,	49.5832
1,	51.5838
1,	53.5846
2,	55.5856
1,	57.5864
1,	59.5868
1,	61.5880
1,	63.5894
1,	65.5900
1,	67.5914
